region,age_group,education,income_level,marital_status,gender,children_group,occupation,cluster_id,group_key,n_americans_in_group,n_clusters_total,openness,conscientiousness,extraversion,agreeableness,neuroticism,cluster_weight,target_audience_id,target_audience_name,data_source
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Юрист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,2,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Экспедитор,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Низкий: 0-17733,Женат,Женский,3+,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Токарь,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Водитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Животновод,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,3+,Экспедитор,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Низкий: 0-17733,Женат,Женский,1,Студент,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Высокий: 123 500-250000,Женат,Женский,0,Лесовод,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Электромонтер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Учитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Горничная,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Высокий: 123 500-250000,Женат,Женский,0,Врач,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,3+,Медсестра,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Сварщик,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,0,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Мерчендайзер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Военнослужащий,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Фрезеровщик,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Токарь,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,3+,Бухгалтер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Врач,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Маркетолог,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Низкий: 0-17733,Женат,Женский,0,Безработный,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Женский,0,Врач,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Ultima: 500 000-+,Женат,Женский,1,Рыбак,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Каменщик,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Горничная,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Техник связи,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,3+,Учитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Учитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Мастер участка,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Курьер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Женский,0,Студент,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Программист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Сварщик,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Низкий: 0-17733,Женат,Женский,0,Студент,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Водитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Женский,0,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,3+,Диспетчер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Кассир,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,3+,Программист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Высокий: 123 500-250000,Женат,Женский,1,Программист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Юрист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Авиадиспетчер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Социальный работник,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Менеджер по продажам,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Бухгалтер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Оператор станков с ЧПУ,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Женский,2,Студент,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Студент,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Высокий: 123 500-250000,Женат,Женский,1,Наладчик оборудования,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Низкий: 0-17733,Женат,Женский,3+,Студент,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Женский,0,Официант,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Маркетолог,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,3+,Диспетчер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Женский,1,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Программист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Маркетолог,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Женский,3+,Сантехник,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,3+,Кассир,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Горничная,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Женский,2,Безработный,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,0,Ученый,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,0,Продавец-консультант,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
