region,age,gender,income,children
Воронежская область,31,М,73230,2
Воронежская область,24,Ж,32925,1
Воронежская область,24,Ж,15000,2
Воронежская область,18,М,24690,0
Воронежская область,25,М,78778,0
Воронежская область,18,М,55285,0
Воронежская область,22,М,15000,0
Воронежская область,53,М,84138,1
Воронежская область,55,Ж,35227,1
Воронежская область,45,Ж,15000,0
Воронежская область,30,Ж,36059,1
Воронежская область,52,М,15089,0
Воронежская область,34,Ж,68975,0
Воронежская область,23,Ж,19823,2
Воронежская область,31,М,77154,2
Воронежская область,48,М,56209,0
Воронежская область,27,Ж,85474,0
Воронежская область,38,Ж,59362,1
Воронежская область,31,Ж,65554,1
Воронежская область,18,М,19718,0
Воронежская область,39,Ж,33674,0
Воронежская область,59,М,65011,2
Воронежская область,56,М,64336,1
Воронежская область,18,М,45666,0
Воронежская область,47,М,50693,2
Воронежская область,35,Ж,69510,0
Воронежская область,36,М,15000,3
Воронежская область,51,М,48816,0
Воронежская область,34,М,79520,0
Воронежская область,28,Ж,69144,0
Воронежская область,23,Ж,22923,0
Воронежская область,48,Ж,35503,4
Воронежская область,53,М,62318,4
Воронежская область,40,Ж,43855,4
Воронежская область,23,М,15000,2
Воронежская область,18,М,24310,0
Воронежская область,35,М,42811,2
Воронежская область,38,М,105764,1
Воронежская область,45,Ж,15000,2
Воронежская область,44,М,101898,2
Воронежская область,18,Ж,16968,1
Воронежская область,39,Ж,64748,0
Воронежская область,52,Ж,25620,2
Воронежская область,59,М,85228,1
Воронежская область,54,Ж,35810,4
Воронежская область,49,Ж,39726,1
Воронежская область,66,М,61469,2
Воронежская область,25,М,35492,2
Воронежская область,46,М,69664,2
Воронежская область,38,Ж,45740,1
Воронежская область,42,Ж,76324,0
Воронежская область,27,Ж,35056,3
Воронежская область,38,Ж,44669,1
Воронежская область,41,М,70504,0
Воронежская область,20,М,108786,0
Воронежская область,25,М,76884,2
Воронежская область,80,М,52793,2
Воронежская область,42,Ж,45690,4
Воронежская область,29,Ж,77083,1
Воронежская область,46,М,49360,2
Воронежская область,46,Ж,15000,0
Воронежская область,62,Ж,28492,0
Воронежская область,21,М,15000,0
Воронежская область,28,Ж,26882,2
Воронежская область,30,Ж,58518,1
Воронежская область,26,Ж,59635,2
Воронежская область,43,Ж,29416,3
Воронежская область,29,М,74974,1
Воронежская область,18,М,27107,0
Воронежская область,46,Ж,65641,3
Воронежская область,34,Ж,56701,3
Воронежская область,33,Ж,47563,1
Воронежская область,23,М,41722,0
Воронежская область,24,М,15000,0
Воронежская область,39,М,54543,1
Воронежская область,73,Ж,49176,0
Воронежская область,37,М,113660,2
Воронежская область,36,Ж,57688,1
Воронежская область,35,Ж,69047,0
Воронежская область,33,М,71163,1
Воронежская область,49,М,108655,4
Воронежская область,55,Ж,15753,4
Воронежская область,69,Ж,15000,1
Воронежская область,54,М,33542,0
Воронежская область,34,М,88594,0
Воронежская область,45,Ж,58129,2
Воронежская область,29,М,55174,3
Воронежская область,69,Ж,41136,0
Воронежская область,21,М,93721,0
Воронежская область,40,М,63515,2
Воронежская область,18,М,18360,1
Воронежская область,30,Ж,29565,1
Воронежская область,50,М,26155,1
Воронежская область,43,М,112558,1
Воронежская область,55,М,49727,2
Воронежская область,39,М,33321,2
Воронежская область,55,М,86559,1
Воронежская область,74,М,15000,0
Воронежская область,40,М,53370,0
Воронежская область,54,Ж,53963,2
Воронежская область,57,М,58687,3
Воронежская область,49,М,71559,3
Воронежская область,66,Ж,15000,4
Воронежская область,58,М,50474,0
Воронежская область,38,М,52981,0
Воронежская область,41,М,91944,1
Воронежская область,39,Ж,32501,1
Воронежская область,19,Ж,39933,0
Воронежская область,23,Ж,23416,0
Воронежская область,23,Ж,33470,0
Воронежская область,30,Ж,47106,0
Воронежская область,67,М,40425,0
Воронежская область,69,М,33901,1
Воронежская область,52,Ж,43398,0
Воронежская область,80,М,73567,1
Воронежская область,43,М,129973,0
Воронежская область,55,М,47402,1
Воронежская область,23,М,51952,1
Воронежская область,30,М,71725,1
Воронежская область,63,Ж,32060,0
Воронежская область,30,Ж,78295,0
Воронежская область,28,Ж,66458,1
Воронежская область,30,Ж,31248,3
Воронежская область,39,Ж,57577,0
Воронежская область,50,Ж,76633,1
Воронежская область,54,Ж,53263,2
Воронежская область,42,Ж,42494,1
Воронежская область,30,Ж,50649,2
Воронежская область,40,Ж,15000,3
Воронежская область,18,М,45297,0
Воронежская область,48,М,37012,0
Воронежская область,44,Ж,64612,2
Воронежская область,57,М,15000,2
Воронежская область,44,М,77132,2
Воронежская область,40,Ж,87880,2
Воронежская область,62,М,35859,0
Воронежская область,18,Ж,15000,2
Воронежская область,48,Ж,43077,0
Воронежская область,59,Ж,58157,1
Воронежская область,50,Ж,54727,4
Воронежская область,39,Ж,86962,2
Воронежская область,34,М,42262,3
Воронежская область,33,М,108645,0
Воронежская область,29,М,74981,1
Воронежская область,38,М,81067,4
Воронежская область,33,М,75910,1
Воронежская область,29,Ж,40328,1
Воронежская область,41,М,64696,1
Воронежская область,34,Ж,78144,1
Воронежская область,41,Ж,45679,0
Воронежская область,49,Ж,15000,4
Воронежская область,30,М,42231,0
Воронежская область,31,Ж,75394,3
Воронежская область,68,М,35055,1
Воронежская область,29,Ж,19126,0
Воронежская область,57,Ж,37163,3
Воронежская область,35,Ж,93654,3
Воронежская область,60,М,47639,2
Воронежская область,38,М,99530,1
Воронежская область,62,М,20448,1
Воронежская область,49,М,43393,0
Воронежская область,24,М,54878,0
Воронежская область,41,Ж,72483,2
Воронежская область,73,Ж,15000,2
Воронежская область,48,Ж,22081,1
Воронежская область,43,М,136708,1
Воронежская область,39,Ж,60935,2
Воронежская область,21,М,40647,0
Воронежская область,29,Ж,52252,3
Воронежская область,19,Ж,51411,0
Воронежская область,26,М,98721,2
Воронежская область,38,М,57432,0
Воронежская область,26,М,116813,0
Воронежская область,32,Ж,20381,0
Воронежская область,23,М,53555,0
Воронежская область,66,Ж,22257,1
Воронежская область,33,Ж,77143,0
Воронежская область,27,Ж,21759,0
Воронежская область,35,М,78575,4
Воронежская область,57,М,55446,0
Воронежская область,25,М,56213,0
Воронежская область,36,М,80704,1
Воронежская область,39,М,32736,1
Воронежская область,69,М,37511,1
Воронежская область,51,Ж,66173,1
Воронежская область,58,Ж,56292,2
Воронежская область,40,М,75903,1
Воронежская область,49,Ж,45207,0
Воронежская область,48,М,57683,2
Воронежская область,41,М,53407,1
Воронежская область,74,Ж,37186,1
Воронежская область,40,М,56927,2
Воронежская область,34,М,67946,1
Воронежская область,26,М,83341,0
Воронежская область,18,Ж,15230,0
Воронежская область,36,Ж,63690,0
Воронежская область,49,Ж,15000,1
Воронежская область,29,М,72761,1
Воронежская область,28,М,33814,2
Воронежская область,29,Ж,90092,0
Воронежская область,42,Ж,34172,2
Воронежская область,30,М,62624,1
Воронежская область,26,Ж,64306,1
Воронежская область,59,М,36722,2
Воронежская область,48,М,35486,1
Воронежская область,34,М,49573,1
Воронежская область,46,Ж,15000,3
Воронежская область,32,М,105416,3
Воронежская область,18,Ж,15000,0
Воронежская область,42,М,51103,2
Воронежская область,45,М,76654,2
Воронежская область,56,Ж,18060,0
Воронежская область,36,М,79761,1
Воронежская область,19,Ж,15723,0
Воронежская область,30,Ж,80890,3
Воронежская область,50,Ж,53007,2
Воронежская область,36,Ж,80780,3
Воронежская область,39,М,104443,1
Воронежская область,26,Ж,31323,1
Воронежская область,36,М,65522,1
Воронежская область,51,М,58591,1
Воронежская область,39,Ж,77989,0
Воронежская область,29,Ж,84809,0
Воронежская область,18,Ж,31111,0
Воронежская область,45,Ж,45582,3
Воронежская область,36,Ж,62748,3
Воронежская область,32,Ж,52095,2
Воронежская область,20,Ж,72316,0
Воронежская область,38,М,62801,2
Воронежская область,55,Ж,76991,1
Воронежская область,18,М,56164,0
Воронежская область,28,М,67879,1
Воронежская область,48,М,18620,2
Воронежская область,64,Ж,18011,2
Воронежская область,58,Ж,96028,0
Воронежская область,30,Ж,53716,1
Воронежская область,52,М,85943,3
Воронежская область,43,Ж,32768,1
Воронежская область,21,Ж,15000,0
Воронежская область,64,М,39967,0
Воронежская область,26,М,48948,3
Воронежская область,35,М,63102,2
Воронежская область,39,М,62703,2
Воронежская область,32,Ж,42074,0
Воронежская область,36,М,101837,1
Воронежская область,73,М,59193,1
Воронежская область,38,М,81059,1
Воронежская область,39,Ж,74246,1
Воронежская область,50,Ж,49129,0
Воронежская область,35,Ж,46804,0
Воронежская область,22,М,27874,1
Воронежская область,42,М,39581,4
Воронежская область,48,М,55700,1
Воронежская область,55,М,68175,1
Воронежская область,37,М,96266,4
Воронежская область,41,М,110232,2
Воронежская область,48,М,29029,1
Воронежская область,25,Ж,74942,0
Воронежская область,54,Ж,91086,3
Воронежская область,29,Ж,15000,3
Воронежская область,56,М,65651,0
Воронежская область,18,М,27547,2
Воронежская область,27,Ж,54786,1
Воронежская область,69,Ж,63384,1
Воронежская область,49,М,92435,0
Воронежская область,71,М,15000,1
Воронежская область,40,М,40047,1
Воронежская область,54,Ж,18356,0
Воронежская область,41,Ж,40902,4
Воронежская область,46,Ж,33563,3
Воронежская область,48,Ж,44171,4
Воронежская область,49,М,26490,1
Воронежская область,56,Ж,49962,2
Воронежская область,26,Ж,44867,0
Воронежская область,54,Ж,78520,1
Воронежская область,39,Ж,37077,0
Воронежская область,23,Ж,45000,0
Воронежская область,49,Ж,15112,2
Воронежская область,54,М,49066,0
Воронежская область,34,Ж,72866,2
Воронежская область,80,М,15000,0
Воронежская область,37,М,77511,1
Воронежская область,43,Ж,50727,1
Воронежская область,38,Ж,74089,2
Воронежская область,46,Ж,40348,1
Воронежская область,55,М,61559,1
Воронежская область,31,М,86263,1
Воронежская область,30,М,89012,3
Воронежская область,43,М,62696,1
Воронежская область,78,Ж,26504,0
Воронежская область,46,Ж,51523,1
Воронежская область,46,М,76804,2
Воронежская область,18,Ж,88364,1
Воронежская область,18,Ж,35438,0
Воронежская область,38,Ж,48624,2
Воронежская область,35,М,83112,3
Воронежская область,30,М,23497,0
Воронежская область,26,Ж,44342,0
Воронежская область,59,Ж,16620,1
Воронежская область,49,М,29164,1
Воронежская область,43,М,89689,1
Воронежская область,70,М,23892,1
Воронежская область,31,Ж,24192,3
Воронежская область,46,М,31453,2
Воронежская область,28,Ж,62948,3
Воронежская область,57,М,32991,2
Воронежская область,18,Ж,49371,0
Воронежская область,40,Ж,60380,1
Воронежская область,50,Ж,27415,3
Воронежская область,39,Ж,53816,1
Воронежская область,25,Ж,112694,1
Воронежская область,50,Ж,69278,0
Воронежская область,47,Ж,15000,4
Воронежская область,64,М,56779,0
Воронежская область,33,Ж,15000,1
Воронежская область,36,Ж,49334,2
Воронежская область,53,М,58899,2
Воронежская область,50,Ж,29872,1
Воронежская область,56,Ж,61786,0
Воронежская область,46,Ж,59082,2
Воронежская область,21,М,15000,1
Воронежская область,24,Ж,37687,0
Воронежская область,54,М,59622,0
Воронежская область,36,М,60430,0
Воронежская область,32,Ж,58426,5
Воронежская область,47,М,77005,2
Воронежская область,43,Ж,72063,1
Воронежская область,41,М,45799,0
Воронежская область,46,М,73190,0
Воронежская область,56,М,46015,0
Воронежская область,44,М,98273,4
Воронежская область,52,Ж,28353,0
Воронежская область,18,М,88675,0
Воронежская область,60,Ж,33320,2
Воронежская область,61,Ж,55698,2
Воронежская область,50,М,47393,3
Воронежская область,46,Ж,44951,4
Воронежская область,18,Ж,15000,0
Воронежская область,58,Ж,15000,2
Воронежская область,36,М,123959,2
Воронежская область,23,Ж,15000,0
Воронежская область,27,М,29540,0
Воронежская область,58,М,30255,1
Воронежская область,32,М,110087,3
Воронежская область,18,М,20416,0
Воронежская область,29,Ж,60697,2
Воронежская область,18,Ж,54544,0
Воронежская область,34,М,114021,3
Воронежская область,49,Ж,96989,0
Воронежская область,18,Ж,20539,1
Воронежская область,36,М,25124,4
Воронежская область,40,Ж,55616,1
Воронежская область,41,М,42681,0
Воронежская область,55,Ж,60905,1
Воронежская область,29,Ж,104235,0
Воронежская область,42,М,35827,2
Воронежская область,42,Ж,74165,2
Воронежская область,18,М,64828,1
Воронежская область,18,Ж,15000,0
Воронежская область,47,М,34423,0
Воронежская область,18,М,38338,1
Воронежская область,42,М,28386,5
Воронежская область,66,Ж,33805,2
Воронежская область,50,Ж,24152,4
Воронежская область,34,М,66874,0
Воронежская область,46,М,69931,2
Воронежская область,49,М,37277,0
Воронежская область,58,Ж,30001,0
Воронежская область,40,Ж,49925,2
Воронежская область,40,М,123318,0
Воронежская область,64,М,72483,1
Воронежская область,59,М,33817,1
Воронежская область,27,Ж,38088,2
Воронежская область,39,М,76601,3
Воронежская область,57,Ж,61058,1
Воронежская область,34,Ж,55523,0
Воронежская область,25,М,79969,1
Воронежская область,48,М,15000,5
Воронежская область,71,М,28337,1
Воронежская область,18,М,39083,1
Воронежская область,52,М,73751,2
Воронежская область,35,Ж,41475,3
Воронежская область,38,Ж,15000,0
Воронежская область,48,М,38633,1
Воронежская область,36,М,92478,3
Воронежская область,18,Ж,46014,0
Воронежская область,19,Ж,26745,0
Воронежская область,39,М,59426,1
Воронежская область,33,Ж,78981,1
Воронежская область,50,Ж,15000,4
Воронежская область,53,М,64879,2
Воронежская область,51,М,69935,0
Воронежская область,25,Ж,60736,1
Воронежская область,31,Ж,21146,0
Воронежская область,32,М,78050,2
Воронежская область,49,Ж,43255,1
Воронежская область,32,М,111917,0
Воронежская область,25,М,81478,5
Воронежская область,50,М,28555,3
Воронежская область,33,Ж,63611,0
Воронежская область,18,М,15000,0
Воронежская область,38,М,21047,4
Воронежская область,18,Ж,15000,0
Воронежская область,50,Ж,19185,1
Воронежская область,33,Ж,15748,4
Воронежская область,53,Ж,19601,4
Воронежская область,53,М,50527,4
Воронежская область,40,М,101454,2
Воронежская область,40,М,94921,0
Воронежская область,44,Ж,90163,0
Воронежская область,65,Ж,15000,1
Воронежская область,18,Ж,19947,1
Воронежская область,40,Ж,38258,0
Воронежская область,50,М,37434,2
Воронежская область,63,Ж,15000,2
Воронежская область,54,М,41372,2
Воронежская область,38,Ж,50881,2
Воронежская область,41,М,86740,1
Воронежская область,50,Ж,15000,1
Воронежская область,38,М,95138,2
Воронежская область,20,Ж,16710,0
Воронежская область,47,Ж,66583,3
Воронежская область,44,Ж,15000,3
Воронежская область,47,Ж,17667,0
Воронежская область,18,М,51848,0
Воронежская область,37,Ж,86542,2
Воронежская область,37,Ж,44597,2
Воронежская область,34,Ж,24548,0
Воронежская область,48,М,36356,2
Воронежская область,23,М,90051,1
Воронежская область,45,Ж,15000,1
Воронежская область,35,Ж,36521,0
Воронежская область,63,М,52053,1
Воронежская область,50,М,52196,2
Воронежская область,39,Ж,28707,2
Воронежская область,32,М,71208,0
Воронежская область,38,М,77909,2
Воронежская область,48,М,104560,3
Воронежская область,30,М,40283,2
Воронежская область,63,Ж,51784,0
Воронежская область,40,М,85757,1
Воронежская область,32,М,110058,0
Воронежская область,40,Ж,37004,2
Воронежская область,27,Ж,15000,0
Воронежская область,39,М,61650,0
Воронежская область,33,М,76392,1
Воронежская область,40,М,96331,2
Воронежская область,41,М,77864,3
Воронежская область,38,Ж,33004,1
Воронежская область,42,Ж,70867,1
Воронежская область,42,М,75455,4
Воронежская область,57,М,46703,0
Воронежская область,57,Ж,34186,1
Воронежская область,34,М,108696,2
Воронежская область,35,Ж,53997,3
Воронежская область,64,М,75966,2
Воронежская область,35,Ж,26357,3
Воронежская область,46,М,83480,1
Воронежская область,50,М,92144,1
Воронежская область,35,Ж,29956,0
Воронежская область,41,М,93073,2
Воронежская область,44,М,76402,2
Воронежская область,30,Ж,67763,1
Воронежская область,52,М,55955,2
Воронежская область,62,Ж,106102,1
Воронежская область,18,М,38186,2
Воронежская область,43,Ж,15000,1
Воронежская область,41,М,55551,1
Воронежская область,28,Ж,38240,0
Воронежская область,36,Ж,40970,2
Воронежская область,42,М,54006,1
Воронежская область,34,М,46422,2
Воронежская область,57,Ж,69421,1
Воронежская область,58,Ж,15000,2
Воронежская область,18,Ж,16848,1
Воронежская область,45,Ж,55688,1
Воронежская область,55,М,52311,3
Воронежская область,36,Ж,58411,1
Воронежская область,61,М,17480,3
Воронежская область,61,Ж,61724,0
Воронежская область,19,М,38124,0
Воронежская область,45,Ж,23116,3
Воронежская область,30,Ж,100871,0
Воронежская область,38,Ж,42643,3
Воронежская область,41,Ж,80475,2
Воронежская область,18,М,59874,0
Воронежская область,29,Ж,15000,0
Воронежская область,18,М,15000,0
Воронежская область,41,Ж,67067,0
Воронежская область,65,М,62664,1
Воронежская область,22,М,34628,0
Воронежская область,33,Ж,52503,6
Воронежская область,40,М,129312,1
Воронежская область,38,Ж,61460,0
Воронежская область,42,Ж,39247,0
Воронежская область,26,М,18947,0
Воронежская область,48,М,56500,0
Воронежская область,72,Ж,36369,1
Воронежская область,29,Ж,27627,0
Воронежская область,45,М,98703,0
Воронежская область,38,М,99135,1
Воронежская область,35,М,63153,3
Воронежская область,29,М,92933,2
Воронежская область,43,Ж,68769,0
Воронежская область,39,Ж,66743,2
Воронежская область,51,М,15649,1
Воронежская область,41,Ж,36853,0
Воронежская область,32,М,66537,2
Воронежская область,37,Ж,45683,0
Воронежская область,54,М,47993,0
Воронежская область,32,Ж,26662,2
Воронежская область,41,М,51667,2
Воронежская область,53,Ж,18433,0
Воронежская область,67,Ж,15000,2
Воронежская область,19,М,37194,0
Воронежская область,31,М,15000,2
Воронежская область,18,М,44978,1
Воронежская область,56,М,21936,1
Воронежская область,18,Ж,23650,1
Воронежская область,53,М,15763,2
Воронежская область,18,Ж,30737,1
Воронежская область,19,М,16290,0
Воронежская область,43,М,40272,2
Воронежская область,27,М,62912,2
Воронежская область,21,Ж,31583,0
Воронежская область,44,Ж,41252,0
Воронежская область,29,М,65204,4
Воронежская область,63,Ж,24148,2
Воронежская область,41,М,24216,3
Воронежская область,74,Ж,15000,0
Воронежская область,30,М,98400,0
Воронежская область,57,Ж,68701,1
Воронежская область,34,Ж,44942,0
Воронежская область,59,М,43334,2
Воронежская область,18,Ж,15000,0
Воронежская область,74,М,55455,1
Воронежская область,23,Ж,43798,0
Воронежская область,39,Ж,54564,4
Воронежская область,63,М,45853,2
Воронежская область,22,М,51372,2
Воронежская область,46,М,57486,1
Воронежская область,49,Ж,65788,3
Воронежская область,44,Ж,51897,0
Воронежская область,57,М,96389,1
Воронежская область,18,М,46793,0
Воронежская область,34,Ж,39282,2
Воронежская область,44,Ж,47750,1
Воронежская область,48,М,22857,1
Воронежская область,43,М,31031,0
Воронежская область,45,М,70361,2
Воронежская область,33,М,59734,1
Воронежская область,44,Ж,27085,0
Воронежская область,41,Ж,29952,1
Воронежская область,33,Ж,79470,2
Воронежская область,40,Ж,38007,2
Воронежская область,67,Ж,47974,0
Воронежская область,21,Ж,15000,0
Воронежская область,57,Ж,60843,3
Воронежская область,44,Ж,19551,0
Воронежская область,46,М,60453,1
Воронежская область,55,Ж,48792,1
Воронежская область,18,Ж,15000,0
Воронежская область,43,Ж,79063,1
Воронежская область,72,М,15000,2
Воронежская область,38,М,15983,2
Воронежская область,43,М,75151,3
Воронежская область,61,М,33025,2
Воронежская область,54,М,59601,0
Воронежская область,28,Ж,15000,2
Воронежская область,41,М,63208,1
Воронежская область,46,М,74346,2
Воронежская область,45,Ж,32913,2
Воронежская область,60,Ж,106673,2
Воронежская область,54,М,64531,0
Воронежская область,42,М,61797,1
Воронежская область,39,Ж,15000,5
Воронежская область,34,М,92610,3
Воронежская область,50,М,100610,0
Воронежская область,24,Ж,25920,0
Воронежская область,29,М,91612,1
Воронежская область,47,Ж,19930,1
Воронежская область,67,Ж,15000,1
Воронежская область,56,М,82610,1
Воронежская область,31,Ж,15000,2
Воронежская область,36,М,76126,5
Воронежская область,37,Ж,71833,1
Воронежская область,24,М,29185,0
Воронежская область,43,М,79105,0
Воронежская область,47,Ж,60164,3
Воронежская область,48,М,15000,3
Воронежская область,38,Ж,64973,2
Воронежская область,56,М,32347,0
Воронежская область,43,Ж,32905,1
Воронежская область,41,Ж,29542,5
Воронежская область,44,М,72606,1
Воронежская область,61,Ж,21748,1
Воронежская область,29,Ж,45173,2
Воронежская область,46,Ж,37871,1
Воронежская область,38,Ж,47550,2
Воронежская область,35,М,87687,3
Воронежская область,27,М,57227,0
Воронежская область,57,Ж,15000,0
Воронежская область,40,Ж,65355,0
Воронежская область,75,М,74206,1
Воронежская область,21,М,15000,0
Воронежская область,43,Ж,49920,1
Воронежская область,18,М,31219,0
Воронежская область,44,М,79347,2
Воронежская область,46,Ж,64356,1
Воронежская область,46,Ж,61150,0
Воронежская область,32,М,95917,3
Воронежская область,34,Ж,46747,0
Воронежская область,57,М,49744,4
Воронежская область,29,Ж,16110,2
Воронежская область,54,М,15000,2
Воронежская область,66,М,15000,0
Воронежская область,18,Ж,15000,0
Воронежская область,36,Ж,65405,1
Воронежская область,43,М,92203,1
Воронежская область,39,Ж,15000,2
Воронежская область,39,Ж,43096,3
Воронежская область,46,Ж,46671,1
Воронежская область,31,М,37034,1
Воронежская область,52,Ж,40925,1
Воронежская область,50,Ж,69238,2
Воронежская область,20,М,15029,0
Воронежская область,49,Ж,89909,1
Воронежская область,39,Ж,62203,1
Воронежская область,50,Ж,76810,2
Воронежская область,18,Ж,15000,0
Воронежская область,66,М,15213,1
Воронежская область,37,М,81467,2
Воронежская область,26,М,65047,4
Воронежская область,43,М,62042,1
Воронежская область,18,М,31700,0
Воронежская область,51,Ж,30913,1
Воронежская область,46,Ж,51989,0
Воронежская область,36,Ж,49622,1
Воронежская область,40,М,65237,1
Воронежская область,33,Ж,41308,4
Воронежская область,22,Ж,15000,0
Воронежская область,39,М,59504,1
Воронежская область,31,М,58211,1
Воронежская область,34,М,59125,0
Воронежская область,46,Ж,58539,1
Воронежская область,48,М,28044,0
Воронежская область,53,Ж,98138,5
Воронежская область,59,М,58041,0
Воронежская область,31,Ж,55754,1
Воронежская область,27,М,53840,0
Воронежская область,18,М,34194,0
Воронежская область,38,Ж,79621,1
Воронежская область,18,Ж,77583,0
Воронежская область,41,Ж,34917,3
Воронежская область,27,М,52721,0
Воронежская область,40,М,65613,1
Воронежская область,25,М,61223,0
Воронежская область,40,Ж,37633,2
Воронежская область,19,М,26255,0
Воронежская область,47,Ж,15000,0
Воронежская область,42,Ж,31332,0
Воронежская область,35,Ж,55608,2
Воронежская область,47,Ж,33922,1
Воронежская область,38,М,65105,2
Воронежская область,57,Ж,42442,1
Воронежская область,29,М,75027,2
Воронежская область,50,М,57489,2
Воронежская область,38,Ж,62347,3
Воронежская область,39,М,28767,1
Воронежская область,31,М,80006,1
Воронежская область,25,М,116877,2
Воронежская область,18,Ж,15000,1
Воронежская область,27,М,60363,3
Воронежская область,18,Ж,15000,0
Воронежская область,38,М,79147,0
Воронежская область,50,М,91238,2
Воронежская область,55,М,65450,1
Воронежская область,49,М,34884,3
Воронежская область,44,Ж,73607,0
Воронежская область,49,Ж,48217,4
Воронежская область,33,Ж,59141,4
Воронежская область,45,М,91023,1
Воронежская область,18,М,47892,1
Воронежская область,27,Ж,58020,2
Воронежская область,41,М,72698,1
Воронежская область,37,М,81447,3
Воронежская область,36,Ж,39715,0
Воронежская область,18,М,32119,0
Воронежская область,34,М,103288,1
Воронежская область,43,М,84005,1
Воронежская область,47,М,109419,3
Воронежская область,29,Ж,79397,0
Воронежская область,45,М,65769,2
Воронежская область,33,Ж,53239,1
Воронежская область,35,Ж,62905,2
Воронежская область,55,М,48036,1
Воронежская область,35,М,61957,1
Воронежская область,28,Ж,33448,2
Воронежская область,28,Ж,64628,1
Воронежская область,50,М,47840,2
Воронежская область,27,Ж,49441,1
Воронежская область,52,М,88233,1
Воронежская область,48,М,71729,2
Воронежская область,18,Ж,15000,0
Воронежская область,35,М,39010,0
Воронежская область,32,Ж,86374,1
Воронежская область,44,М,98658,0
Воронежская область,41,Ж,49293,2
Воронежская область,57,М,43276,1
Воронежская область,49,М,27731,1
Воронежская область,66,Ж,46088,2
Воронежская область,61,Ж,15000,0
Воронежская область,74,Ж,15000,3
Воронежская область,56,М,25564,1
Воронежская область,63,Ж,54224,1
Воронежская область,43,Ж,54351,2
Воронежская область,40,Ж,60385,2
Воронежская область,35,Ж,34621,1
Воронежская область,46,Ж,61141,2
Воронежская область,55,Ж,57982,0
Воронежская область,22,Ж,31188,0
Воронежская область,28,М,86550,1
Воронежская область,18,М,15000,0
Воронежская область,20,М,53597,0
Воронежская область,32,Ж,18615,1
Воронежская область,66,М,101868,1
Воронежская область,18,Ж,15000,2
Воронежская область,46,М,96727,1
Воронежская область,26,М,88635,1
Воронежская область,18,Ж,15000,0
Воронежская область,61,Ж,15000,2
Воронежская область,31,Ж,27114,0
Воронежская область,58,Ж,29990,0
Воронежская область,66,Ж,51190,2
Воронежская область,57,Ж,40033,0
Воронежская область,54,Ж,35411,2
Воронежская область,46,Ж,44538,1
Воронежская область,36,М,81182,1
Воронежская область,66,М,57621,1
Воронежская область,58,Ж,32388,0
Воронежская область,31,Ж,42999,0
Воронежская область,59,М,65643,2
Воронежская область,48,Ж,66953,1
Воронежская область,31,Ж,67324,3
Воронежская область,60,Ж,15000,2
Воронежская область,42,М,15000,2
Воронежская область,21,Ж,52616,0
Воронежская область,31,М,85080,4
Воронежская область,59,Ж,63794,1
Воронежская область,30,М,67903,1
Воронежская область,51,Ж,15419,1
Воронежская область,52,Ж,15000,5
Воронежская область,34,Ж,90131,0
Воронежская область,23,Ж,15000,1
Воронежская область,45,М,15000,0
Воронежская область,18,М,15000,1
Воронежская область,62,Ж,56992,0
Воронежская область,64,М,28558,0
Воронежская область,51,Ж,15000,1
Воронежская область,62,М,43051,0
Воронежская область,46,М,62891,1
Воронежская область,42,М,48004,1
Воронежская область,53,Ж,49239,1
Воронежская область,29,М,81958,0
Воронежская область,38,Ж,50066,0
Воронежская область,19,М,15000,0
Воронежская область,73,М,51952,0
Воронежская область,47,Ж,15000,0
Воронежская область,44,Ж,31611,0
Воронежская область,23,М,28205,1
Воронежская область,22,М,15000,2
Воронежская область,18,Ж,24136,1
Воронежская область,38,М,50117,2
Воронежская область,47,Ж,15000,5
Воронежская область,31,Ж,54658,2
Воронежская область,42,Ж,45815,2
Воронежская область,18,Ж,53276,1
Воронежская область,53,Ж,36330,2
Воронежская область,26,М,45302,1
Воронежская область,52,Ж,51372,4
Воронежская область,57,М,56370,3
Воронежская область,42,М,33980,1
Воронежская область,20,Ж,15000,1
Воронежская область,18,М,50719,0
Воронежская область,23,М,15000,0
Воронежская область,40,М,72833,1
Воронежская область,44,М,54813,0
Воронежская область,39,М,81005,1
Воронежская область,33,Ж,51156,3
Воронежская область,56,М,65133,0
Воронежская область,19,М,22060,0
Воронежская область,55,М,80962,3
Воронежская область,77,М,34479,3
Воронежская область,41,М,40401,1
Воронежская область,38,Ж,15000,2
Воронежская область,42,М,48476,1
Воронежская область,18,Ж,39846,0
Воронежская область,74,Ж,50699,1
Воронежская область,80,М,76451,6
Воронежская область,59,Ж,29225,3
Воронежская область,30,М,24918,3
Воронежская область,42,М,73186,0
Воронежская область,39,Ж,52866,0
Воронежская область,45,М,51437,2
Воронежская область,18,Ж,42140,0
Воронежская область,41,М,56292,2
Воронежская область,47,Ж,33755,1
Воронежская область,18,Ж,15000,0
Воронежская область,34,Ж,15000,0
Воронежская область,52,М,21501,1
Воронежская область,37,Ж,32587,1
Воронежская область,46,Ж,38904,3
Воронежская область,46,М,29369,0
Воронежская область,53,М,55522,1
Воронежская область,27,М,72031,1
Воронежская область,28,М,68060,4
Воронежская область,64,М,22305,0
Воронежская область,61,М,33834,1
Воронежская область,36,М,76577,1
Воронежская область,49,Ж,28569,1
Воронежская область,32,М,26939,1
Воронежская область,42,Ж,33193,0
