region,city,age,gender,education,marital_status,occupation,income,children,age_group_check
Республика Башкортостан,Башкортостан (город),78,Женский,среднего профессионального образования,Разведена,Пенсионер,8676,3,65+
Республика Башкортостан,Башкортостан (город),60,Мужской,бакалавриат,Женат,Энергетик,44212,2,55-64
Республика Башкортостан,Башкортостан (город),28,Женский,бакалавриат,Замужем,Бухгалтер,41528,2,25-34
Республика Башкортостан,Башкортостан (город),58,Женский,среднего профессионального образования,Замужем,Медсестра,35546,3,55-64
Республика Башкортостан,Башкортостан (город),26,Мужской,среднего профессионального образования,Женат,Пенсионер,35709,2,25-34
Республика Башкортостан,Башкортостан (город),20,Женский,среднего профессионального образования,Разведена,Студент,4306,0,18-24
Республика Башкортостан,Башкортостан (город),24,Мужской,среднего профессионального образования,Не женат,Продавец-консультант,20803,0,18-24
Республика Башкортостан,Башкортостан (город),62,Мужской,среднего профессионального образования,Женат,Наладчик оборудования,57184,2,55-64
Республика Башкортостан,Башкортостан (город),18,Женский,среднего профессионального образования,Не замужем,Повар,21489,0,18-24
Республика Башкортостан,Башкортостан (город),54,Мужской,среднего профессионального образования,Вдовец,Курьер,58911,0,45-54
Республика Башкортостан,Башкортостан (город),22,Женский,среднего профессионального образования,Не замужем,Кассир,22682,0,18-24
Республика Башкортостан,Башкортостан (город),57,Женский,бакалавриат,Не замужем,Сантехник,64675,0,55-64
Республика Башкортостан,Башкортостан (город),46,Женский,бакалавриат,Вдова,Маркетолог,68263,2,45-54
Республика Башкортостан,Башкортостан (город),30,Мужской,магистратура,Женат,Электромонтер,150951,1,25-34
Республика Башкортостан,Башкортостан (город),48,Женский,среднего профессионального образования,Вдова,Учитель,97956,1,45-54
Республика Башкортостан,Башкортостан (город),32,Мужской,среднего профессионального образования,Женат,Маркетолог,70166,1,25-34
Республика Башкортостан,Башкортостан (город),44,Женский,бакалавриат,Замужем,Воспитатель,51390,4,35-44
Республика Башкортостан,Башкортостан (город),43,Мужской,среднего профессионального образования,Женат,Каменщик,82764,2,35-44
Республика Башкортостан,Башкортостан (город),35,Мужской,магистратура,Женат,Слесарь,169717,0,35-44
Республика Башкортостан,Башкортостан (город),75,Женский,среднего профессионального образования,Замужем,Пенсионер,5129,0,65+
Республика Башкортостан,Башкортостан (город),54,Мужской,специалитет,Разведен,Медсестра,110614,3,45-54
Республика Башкортостан,Башкортостан (город),81,Женский,среднего профессионального образования,Разведена,Пенсионер,2294,0,65+
Республика Башкортостан,Башкортостан (город),52,Женский,среднего профессионального образования,Замужем,Пенсионер,41570,1,45-54
Республика Башкортостан,Башкортостан (город),59,Женский,среднего профессионального образования,Замужем,Врач,19563,2,55-64
Республика Башкортостан,Башкортостан (город),62,Женский,среднего профессионального образования,Замужем,Предприниматель,41765,0,55-64
Республика Башкортостан,Башкортостан (город),23,Мужской,бакалавриат,Не женат,Учитель,36302,1,18-24
Республика Башкортостан,Башкортостан (город),74,Женский,бакалавриат,Замужем,Пенсионер,12074,1,65+
Республика Башкортостан,Башкортостан (город),32,Мужской,среднего профессионального образования,Разведен,Диспетчер,106762,0,25-34
Республика Башкортостан,Башкортостан (город),42,Женский,среднего профессионального образования,Разведена,Продавец-консультант,31563,3,35-44
Республика Башкортостан,Башкортостан (город),38,Мужской,бакалавриат,Женат,Энергетик,166968,3,35-44
Республика Башкортостан,Башкортостан (город),35,Женский,среднего профессионального образования,Не замужем,Техник связи,47714,0,35-44
Республика Башкортостан,Башкортостан (город),19,Мужской,среднего профессионального образования,Женат,Студент,5288,1,18-24
Республика Башкортостан,Башкортостан (город),45,Женский,среднего профессионального образования,Вдова,Программист,178252,0,45-54
Республика Башкортостан,Башкортостан (город),32,Женский,специалитет,Замужем,Врач,121419,1,25-34
Республика Башкортостан,Башкортостан (город),22,Женский,среднего профессионального образования,Не замужем,Студент,12608,0,18-24
Республика Башкортостан,Башкортостан (город),38,Мужской,среднего профессионального образования,Разведен,Пенсионер,29997,0,35-44
Республика Башкортостан,Башкортостан (город),27,Мужской,специалитет,Разведен,Учитель,24489,0,25-34
Республика Башкортостан,Башкортостан (город),22,Мужской,магистратура,Не женат,Студент,7854,0,18-24
Республика Башкортостан,Башкортостан (город),20,Женский,бакалавриат,Разведена,Медсестра,55788,0,18-24
Республика Башкортостан,Башкортостан (город),41,Женский,среднего профессионального образования,Замужем,Учитель,64748,3,35-44
Республика Башкортостан,Башкортостан (город),36,Мужской,бакалавриат,Не женат,Воспитатель,110664,0,35-44
Республика Башкортостан,Башкортостан (город),44,Женский,специалитет,Разведена,Официант,39462,0,35-44
Республика Башкортостан,Башкортостан (город),32,Мужской,среднего профессионального образования,Женат,Официант,61187,0,25-34
Республика Башкортостан,Башкортостан (город),45,Женский,среднего профессионального образования,Замужем,Бармен,61603,1,45-54
Республика Башкортостан,Башкортостан (город),44,Мужской,бакалавриат,Женат,Журналист,165586,3,35-44
Республика Башкортостан,Башкортостан (город),60,Мужской,среднего профессионального образования,Женат,Бармен,29882,0,55-64
Республика Башкортостан,Башкортостан (город),66,Мужской,среднего профессионального образования,Женат,Пенсионер,9098,2,65+
Республика Башкортостан,Башкортостан (город),54,Женский,бакалавриат,Замужем,Программист,119224,0,45-54
Республика Башкортостан,Башкортостан (город),33,Женский,бакалавриат,Вдова,Военнослужащий,63689,0,25-34
Республика Башкортостан,Башкортостан (город),38,Женский,среднего профессионального образования,Замужем,Учитель,52457,1,35-44
Республика Башкортостан,Башкортостан (город),83,Женский,бакалавриат,Замужем,Пенсионер,4425,0,65+
Республика Башкортостан,Башкортостан (город),43,Женский,специалитет,Замужем,Программист,117670,0,35-44
Республика Башкортостан,Башкортостан (город),58,Женский,среднего профессионального образования,Разведена,Мерчендайзер,36895,1,55-64
Республика Башкортостан,Башкортостан (город),33,Женский,бакалавриат,Разведена,Кассир,41839,0,25-34
Республика Башкортостан,Башкортостан (город),34,Женский,среднего профессионального образования,Не замужем,Сварщик,57832,1,25-34
Республика Башкортостан,Башкортостан (город),78,Мужской,среднего профессионального образования,Разведен,Пенсионер,6913,1,65+
Республика Башкортостан,Башкортостан (город),42,Мужской,среднего профессионального образования,Женат,Учитель,89472,0,35-44
Республика Башкортостан,Башкортостан (город),57,Мужской,среднего профессионального образования,Женат,Оператор станков с ЧПУ,44021,0,55-64
Республика Башкортостан,Башкортостан (город),36,Мужской,среднего профессионального образования,Разведен,Менеджер по продажам,39492,2,35-44
Республика Башкортостан,Башкортостан (город),21,Женский,среднего профессионального образования,Замужем,Студент,5999,0,18-24
Республика Башкортостан,Башкортостан (город),39,Мужской,среднего профессионального образования,Женат,Социальный работник,42150,0,35-44
Республика Башкортостан,Башкортостан (город),31,Женский,специалитет,Замужем,Водитель,81154,1,25-34
Республика Башкортостан,Башкортостан (город),33,Мужской,бакалавриат,Разведен,Учитель,81086,0,25-34
Республика Башкортостан,Башкортостан (город),26,Мужской,бакалавриат,Женат,Техник связи,55278,0,25-34
Республика Башкортостан,Башкортостан (город),23,Женский,бакалавриат,Разведена,Маркетолог,61050,0,18-24
Республика Башкортостан,Башкортостан (город),44,Мужской,специалитет,Женат,Учитель,66065,4,35-44
Республика Башкортостан,Башкортостан (город),76,Женский,среднего профессионального образования,Замужем,Кассир,19570,1,65+
Республика Башкортостан,Башкортостан (город),39,Мужской,среднего профессионального образования,Женат,Продавец-консультант,46695,2,35-44
Республика Башкортостан,Башкортостан (город),32,Мужской,магистратура,Женат,Пенсионер,67660,0,25-34
Республика Башкортостан,Башкортостан (город),66,Мужской,среднего профессионального образования,Женат,Пенсионер,11020,1,65+
Республика Башкортостан,Башкортостан (город),38,Мужской,специалитет,Женат,Водитель,110872,3,35-44
Республика Башкортостан,Башкортостан (город),61,Женский,среднего профессионального образования,Разведена,Оператор станков с ЧПУ,41482,0,55-64
Республика Башкортостан,Башкортостан (город),48,Женский,среднего профессионального образования,Замужем,Продавец-консультант,28412,1,45-54
Республика Башкортостан,Башкортостан (город),20,Женский,среднего профессионального образования,Не замужем,Бухгалтер,46565,0,18-24
Республика Башкортостан,Башкортостан (город),60,Женский,среднего профессионального образования,Замужем,Отделочник,27928,1,55-64
Республика Башкортостан,Башкортостан (город),32,Мужской,магистратура,Не женат,Врач,230527,0,25-34
Республика Башкортостан,Башкортостан (город),21,Женский,бакалавриат,Не замужем,Студент,8134,0,18-24
Республика Башкортостан,Башкортостан (город),46,Женский,бакалавриат,Разведена,Инженер-строитель,130432,0,45-54
Республика Башкортостан,Башкортостан (город),29,Мужской,среднего профессионального образования,Женат,Фрезеровщик,51160,1,25-34
Республика Башкортостан,Башкортостан (город),46,Мужской,бакалавриат,Женат,Управляющий рестораном,226093,2,45-54
Республика Башкортостан,Башкортостан (город),76,Женский,среднего профессионального образования,Замужем,Кондуктор,15000,2,65+
Республика Башкортостан,Башкортостан (город),18,Мужской,среднего профессионального образования,Не женат,Студент,4964,0,18-24
Республика Башкортостан,Башкортостан (город),44,Мужской,среднего профессионального образования,Разведен,Наладчик оборудования,68930,1,35-44
Республика Башкортостан,Башкортостан (город),47,Мужской,среднего профессионального образования,Женат,Юрист,158734,2,45-54
Республика Башкортостан,Башкортостан (город),62,Женский,среднего профессионального образования,Разведена,Отделочник,77107,0,55-64
Республика Башкортостан,Башкортостан (город),46,Женский,бакалавриат,Замужем,Врач,107717,2,45-54
Республика Башкортостан,Башкортостан (город),46,Женский,среднего профессионального образования,Замужем,Токарь,27394,0,45-54
Республика Башкортостан,Башкортостан (город),24,Женский,среднего профессионального образования,Замужем,Кассир,22839,0,18-24
Республика Башкортостан,Башкортостан (город),50,Мужской,среднего профессионального образования,Женат,Пенсионер,27261,0,45-54
Республика Башкортостан,Башкортостан (город),81,Мужской,среднего профессионального образования,Женат,Пенсионер,11896,1,65+
Республика Башкортостан,Башкортостан (город),48,Женский,магистратура,Замужем,Кассир,122862,4,45-54
Республика Башкортостан,Башкортостан (город),18,Мужской,специалитет,Не женат,Студент,13877,0,18-24
Республика Башкортостан,Башкортостан (город),33,Мужской,среднего профессионального образования,Женат,Плотник,78257,1,25-34
Республика Башкортостан,Башкортостан (город),38,Женский,среднего профессионального образования,Замужем,Социальный работник,26387,2,35-44
Республика Башкортостан,Башкортостан (город),39,Мужской,среднего профессионального образования,Разведен,Животновод,94741,2,35-44
Республика Башкортостан,Башкортостан (город),19,Мужской,бакалавриат,Не женат,Пенсионер,14893,0,18-24
Республика Башкортостан,Башкортостан (город),69,Женский,бакалавриат,Вдова,Пенсионер,26009,1,65+
Республика Башкортостан,Башкортостан (город),33,Мужской,среднего профессионального образования,Женат,Пенсионер,22468,1,25-34
Республика Башкортостан,Башкортостан (город),53,Женский,среднего профессионального образования,Не замужем,Предприниматель,90059,0,45-54
Республика Башкортостан,Башкортостан (город),40,Мужской,специалитет,Женат,Бармен,87948,1,35-44
Республика Башкортостан,Башкортостан (город),66,Женский,специалитет,Вдова,Пенсионер,22543,2,65+
Республика Башкортостан,Башкортостан (город),21,Мужской,специалитет,Не женат,Студент,14617,0,18-24
Республика Башкортостан,Башкортостан (город),21,Женский,магистратура,Не замужем,Учитель,22854,0,18-24
Республика Башкортостан,Башкортостан (город),61,Мужской,среднего профессионального образования,Женат,Пенсионер,25623,0,55-64
Республика Башкортостан,Башкортостан (город),34,Женский,среднего профессионального образования,Замужем,Юрист,58442,2,25-34
Республика Башкортостан,Башкортостан (город),42,Мужской,среднего профессионального образования,Женат,Учитель,65798,0,35-44
Республика Башкортостан,Башкортостан (город),24,Мужской,бакалавриат,Не женат,Продавец-консультант,52590,0,18-24
Республика Башкортостан,Башкортостан (город),58,Мужской,среднего профессионального образования,Не женат,Безработный,16515,0,55-64
Республика Башкортостан,Башкортостан (город),18,Женский,среднего профессионального образования,Разведена,Студент,5224,0,18-24
Республика Башкортостан,Башкортостан (город),83,Женский,среднего профессионального образования,Не замужем,Пенсионер,7515,3,65+
Республика Башкортостан,Башкортостан (город),21,Женский,среднего профессионального образования,Не замужем,Студент,7711,1,18-24
Республика Башкортостан,Башкортостан (город),33,Мужской,среднего профессионального образования,Вдовец,HR-специалист,103298,1,25-34
Республика Башкортостан,Башкортостан (город),55,Мужской,специалитет,Женат,Контролер ОТК,67608,0,55-64
Республика Башкортостан,Башкортостан (город),41,Мужской,аспирантура,Женат,Учитель,105640,3,35-44
Республика Башкортостан,Башкортостан (город),22,Женский,специалитет,Не замужем,Студент,26939,0,18-24
Республика Башкортостан,Башкортостан (город),19,Мужской,бакалавриат,Не женат,Студент,9492,0,18-24
Республика Башкортостан,Башкортостан (город),33,Мужской,аспирантура,Женат,Продавец-консультант,95683,1,25-34
Республика Башкортостан,Башкортостан (город),22,Мужской,бакалавриат,Не женат,Студент,10442,0,18-24
Республика Башкортостан,Башкортостан (город),62,Женский,среднего профессионального образования,Разведена,Механик,40045,1,55-64
Республика Башкортостан,Башкортостан (город),38,Мужской,среднего профессионального образования,Разведен,Продавец-консультант,52937,0,35-44
Республика Башкортостан,Башкортостан (город),30,Женский,среднего профессионального образования,Разведена,Энергетик,39804,0,25-34
Республика Башкортостан,Башкортостан (город),81,Женский,специалитет,Разведена,Пенсионер,6951,2,65+
Республика Башкортостан,Башкортостан (город),41,Женский,бакалавриат,Разведена,Студент,30162,0,35-44
Республика Башкортостан,Башкортостан (город),51,Женский,среднего профессионального образования,Замужем,Социальный работник,58292,1,45-54
Республика Башкортостан,Башкортостан (город),38,Мужской,среднего профессионального образования,Не женат,Электромонтер,87565,0,35-44
Республика Башкортостан,Башкортостан (город),78,Мужской,среднего профессионального образования,Вдовец,Пенсионер,18363,2,65+
Республика Башкортостан,Башкортостан (город),23,Женский,бакалавриат,Не замужем,Фрезеровщик,34506,0,18-24
Республика Башкортостан,Башкортостан (город),42,Женский,специалитет,Замужем,Тракторист,44536,0,35-44
Республика Башкортостан,Башкортостан (город),65,Женский,среднего профессионального образования,Замужем,Учитель,15000,0,65+
Республика Башкортостан,Башкортостан (город),37,Женский,аспирантура,Не замужем,Воспитатель,68571,3,35-44
Республика Башкортостан,Башкортостан (город),28,Женский,специалитет,Замужем,Уборщик,42409,1,25-34
Республика Башкортостан,Башкортостан (город),43,Женский,среднего профессионального образования,Замужем,Продавец-консультант,49653,1,35-44
Республика Башкортостан,Башкортостан (город),60,Женский,среднего профессионального образования,Замужем,Юрист,67456,0,55-64
Республика Башкортостан,Башкортостан (город),49,Женский,среднего профессионального образования,Замужем,Наладчик оборудования,43176,0,45-54
Республика Башкортостан,Башкортостан (город),41,Мужской,среднего профессионального образования,Вдовец,Пенсионер,32056,0,35-44
Республика Башкортостан,Башкортостан (город),38,Женский,магистратура,Замужем,Электромонтер,274213,2,35-44
Республика Башкортостан,Башкортостан (город),47,Мужской,бакалавриат,Женат,Уборщик,66571,2,45-54
Республика Башкортостан,Башкортостан (город),45,Мужской,среднего профессионального образования,Разведен,Студент,21796,1,45-54
Республика Башкортостан,Башкортостан (город),66,Мужской,среднего профессионального образования,Женат,Пенсионер,10917,1,65+
Республика Башкортостан,Башкортостан (город),44,Мужской,среднего профессионального образования,Разведен,Пенсионер,58708,0,35-44
Республика Башкортостан,Башкортостан (город),49,Мужской,специалитет,Женат,Воспитатель,58173,1,45-54
Республика Башкортостан,Башкортостан (город),33,Женский,среднего профессионального образования,Замужем,Журналист,60465,1,25-34
Республика Башкортостан,Башкортостан (город),24,Женский,бакалавриат,Не замужем,Кассир,37748,0,18-24
Республика Башкортостан,Башкортостан (город),60,Женский,среднего профессионального образования,Замужем,Кассир,48792,0,55-64
Республика Башкортостан,Башкортостан (город),42,Мужской,среднего профессионального образования,Разведен,Электрик,138170,0,35-44
Республика Башкортостан,Башкортостан (город),46,Женский,среднего профессионального образования,Не замужем,Слесарь,57496,1,45-54
Республика Башкортостан,Башкортостан (город),24,Женский,среднего профессионального образования,Не замужем,Пенсионер,11501,0,18-24
Республика Башкортостан,Башкортостан (город),66,Женский,среднего профессионального образования,Замужем,Медсестра,15000,1,65+
Республика Башкортостан,Башкортостан (город),35,Женский,среднего профессионального образования,Замужем,Логист,51041,1,35-44
Республика Башкортостан,Башкортостан (город),43,Мужской,бакалавриат,Женат,Учитель,84579,0,35-44
Республика Башкортостан,Башкортостан (город),60,Женский,специалитет,Вдова,Разнорабочий,57413,2,55-64
Республика Башкортостан,Башкортостан (город),24,Женский,среднего профессионального образования,Замужем,Повар,32872,0,18-24
Республика Башкортостан,Башкортостан (город),29,Женский,среднего профессионального образования,Замужем,Медсестра,38135,2,25-34
Республика Башкортостан,Башкортостан (город),75,Женский,среднего профессионального образования,Разведена,Пенсионер,5879,0,65+
Республика Башкортостан,Башкортостан (город),18,Мужской,среднего профессионального образования,Не женат,Медсестра,40162,0,18-24
Республика Башкортостан,Башкортостан (город),34,Мужской,специалитет,Женат,Студент,28682,0,25-34
Республика Башкортостан,Башкортостан (город),41,Мужской,среднего профессионального образования,Женат,Электрик,86797,1,35-44
Республика Башкортостан,Башкортостан (город),37,Мужской,среднего профессионального образования,Женат,Менеджер по продажам,100307,0,35-44
Республика Башкортостан,Башкортостан (город),18,Мужской,среднего профессионального образования,Не женат,Студент,4022,0,18-24
Республика Башкортостан,Башкортостан (город),59,Женский,среднего профессионального образования,Замужем,Медсестра,60069,2,55-64
Республика Башкортостан,Башкортостан (город),49,Женский,среднего профессионального образования,Замужем,Военнослужащий,50806,0,45-54
Республика Башкортостан,Башкортостан (город),23,Мужской,бакалавриат,Не женат,Социальный работник,30169,0,18-24
Республика Башкортостан,Башкортостан (город),82,Женский,среднего профессионального образования,Замужем,Пенсионер,5252,1,65+
Республика Башкортостан,Башкортостан (город),21,Женский,специалитет,Замужем,Студент,9102,0,18-24
Республика Башкортостан,Башкортостан (город),18,Мужской,среднего профессионального образования,Не женат,Студент,9901,0,18-24
Республика Башкортостан,Башкортостан (город),43,Женский,специалитет,Замужем,Медсестра,41733,4,35-44
Республика Башкортостан,Башкортостан (город),55,Женский,магистратура,Замужем,Пенсионер,42329,1,55-64
Республика Башкортостан,Башкортостан (город),61,Мужской,среднего профессионального образования,Женат,Каменщик,46049,2,55-64
Республика Башкортостан,Башкортостан (город),19,Мужской,среднего профессионального образования,Разведен,Военнослужащий,15700,0,18-24
Республика Башкортостан,Башкортостан (город),48,Женский,бакалавриат,Разведена,Кассир,36943,1,45-54
Республика Башкортостан,Башкортостан (город),62,Мужской,среднего профессионального образования,Женат,Пенсионер,26345,1,55-64
Республика Башкортостан,Башкортостан (город),36,Женский,магистратура,Разведена,Механик,63979,0,35-44
Республика Башкортостан,Башкортостан (город),37,Женский,специалитет,Разведена,Контролер ОТК,55657,1,35-44
Республика Башкортостан,Башкортостан (город),56,Мужской,среднего профессионального образования,Женат,Студент,19470,1,55-64
Республика Башкортостан,Башкортостан (город),62,Женский,среднего профессионального образования,Не замужем,Пенсионер,15509,2,55-64
Республика Башкортостан,Башкортостан (город),18,Женский,специалитет,Не замужем,Студент,12223,0,18-24
Республика Башкортостан,Башкортостан (город),61,Женский,среднего профессионального образования,Не замужем,Инженер-технолог,48443,0,55-64
Республика Башкортостан,Башкортостан (город),32,Мужской,среднего профессионального образования,Женат,Бухгалтер,74121,1,25-34
Республика Башкортостан,Башкортостан (город),74,Мужской,бакалавриат,Не женат,Пенсионер,20319,0,65+
Республика Башкортостан,Башкортостан (город),80,Женский,среднего профессионального образования,Замужем,Пенсионер,6249,1,65+
Республика Башкортостан,Башкортостан (город),26,Мужской,среднего профессионального образования,Женат,Журналист,41631,1,25-34
Республика Башкортостан,Башкортостан (город),60,Мужской,среднего профессионального образования,Женат,Пенсионер,20340,2,55-64
Республика Башкортостан,Башкортостан (город),19,Мужской,бакалавриат,Женат,Продавец-консультант,19698,0,18-24
Республика Башкортостан,Башкортостан (город),21,Мужской,среднего профессионального образования,Не женат,Военнослужащий,24065,0,18-24
Республика Башкортостан,Башкортостан (город),33,Женский,специалитет,Вдова,Бухгалтер,89457,1,25-34
Республика Башкортостан,Башкортостан (город),19,Мужской,бакалавриат,Не женат,Студент,12920,1,18-24
Республика Башкортостан,Башкортостан (город),19,Мужской,среднего профессионального образования,Не женат,Студент,19470,0,18-24
Республика Башкортостан,Башкортостан (город),42,Мужской,среднего профессионального образования,Женат,Водитель,61860,0,35-44
Республика Башкортостан,Башкортостан (город),31,Женский,бакалавриат,Вдова,Медсестра,86359,0,25-34
Республика Башкортостан,Башкортостан (город),22,Женский,среднего профессионального образования,Замужем,Мерчендайзер,27968,0,18-24
Республика Башкортостан,Башкортостан (город),22,Женский,бакалавриат,Не замужем,Фрезеровщик,57131,0,18-24
Республика Башкортостан,Башкортостан (город),29,Женский,среднего профессионального образования,Замужем,Инженер-технолог,59303,4,25-34
Республика Башкортостан,Башкортостан (город),67,Мужской,среднего профессионального образования,Женат,Пенсионер,9874,1,65+
Республика Башкортостан,Башкортостан (город),38,Женский,среднего профессионального образования,Разведена,Пенсионер,32851,0,35-44
Республика Башкортостан,Башкортостан (город),18,Мужской,бакалавриат,Не женат,Студент,9804,0,18-24
Республика Башкортостан,Башкортостан (город),18,Женский,бакалавриат,Не замужем,Студент,14826,0,18-24
Республика Башкортостан,Башкортостан (город),54,Мужской,среднего профессионального образования,Женат,Предприниматель,127742,1,45-54
Республика Башкортостан,Башкортостан (город),37,Мужской,среднего профессионального образования,Женат,Слесарь,35917,3,35-44
Республика Башкортостан,Башкортостан (город),33,Женский,среднего профессионального образования,Разведена,Пенсионер,16795,1,25-34
Республика Башкортостан,Башкортостан (город),31,Мужской,среднего профессионального образования,Не женат,Менеджер по продажам,106860,1,25-34
Республика Башкортостан,Башкортостан (город),58,Мужской,среднего профессионального образования,Женат,Слесарь,114570,3,55-64
Республика Башкортостан,Башкортостан (город),37,Мужской,среднего профессионального образования,Женат,Студент,17337,3,35-44
Республика Башкортостан,Башкортостан (город),57,Мужской,среднего профессионального образования,Женат,Социальный работник,63796,1,55-64
Республика Башкортостан,Башкортостан (город),19,Мужской,бакалавриат,Не женат,Сантехник,34883,1,18-24
Республика Башкортостан,Башкортостан (город),83,Мужской,среднего профессионального образования,Женат,Пенсионер,26140,3,65+
Республика Башкортостан,Башкортостан (город),77,Мужской,среднего профессионального образования,Вдовец,Уборщик,17471,1,65+
Республика Башкортостан,Башкортостан (город),36,Женский,бакалавриат,Не замужем,Водитель,43299,0,35-44
Республика Башкортостан,Башкортостан (город),31,Мужской,бакалавриат,Разведен,Врач,142219,1,25-34
Республика Башкортостан,Башкортостан (город),19,Мужской,среднего профессионального образования,Вдовец,Студент,7211,1,18-24
Республика Башкортостан,Башкортостан (город),71,Женский,среднего профессионального образования,Вдова,Пенсионер,13894,3,65+
Республика Башкортостан,Башкортостан (город),22,Мужской,среднего профессионального образования,Не женат,Студент,12139,1,18-24
Республика Башкортостан,Башкортостан (город),24,Женский,бакалавриат,Не замужем,Военнослужащий,41117,2,18-24
Республика Башкортостан,Башкортостан (город),38,Мужской,аспирантура,Женат,Отделочник,175678,2,35-44
Республика Башкортостан,Башкортостан (город),18,Мужской,среднего профессионального образования,Не женат,Студент,3442,0,18-24
Республика Башкортостан,Башкортостан (город),62,Женский,среднего профессионального образования,Замужем,Безработный,18214,2,55-64
Республика Башкортостан,Башкортостан (город),42,Женский,среднего профессионального образования,Разведена,Фрезеровщик,28701,0,35-44
Республика Башкортостан,Башкортостан (город),68,Женский,среднего профессионального образования,Не замужем,Пенсионер,10045,1,65+
Республика Башкортостан,Башкортостан (город),30,Женский,среднего профессионального образования,Замужем,Менеджер по продажам,29034,1,25-34
